商品名称,地址,介绍,标签,总价（万元）,每平米价格（元）
日光里 2室1厅 南 北,日光里 - 鸿顺里街,2室1厅 | 69.44平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",150,21602
金明里 商品院低楼层 三室两卫 南北通透 主卧带卫生间,金明里 - 望海楼,3室2厅 | 142.65平米 | 南 东 北 | 精装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年",380,26639
复兴门地铁站 私产满五年 一居室 看房提前联系,复兴门家园 - 陈塘庄,1室1厅 | 65.63平米 | 南 | 简装 | 中楼层(共15层)  | 塔楼,"VR房源,房本满五年",185,28189
海河旁 近建国道地铁站 环境好绿化好 楼间距大 采光好,瑞海名苑 - 光复道,3室2厅 | 152.7平米 | 南 北 | 简装 | 中楼层(共32层)  | 板楼,"近地铁,VR看装修,房本满五年",575,37656
生态城季景铭郡 精装三室 业主诚心卖 看房方便,季景铭郡 - 中新生态城,3室2厅 | 110平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,"VR看装修,房本满两年",194,17637
星期八北苑 全明大三室  户型方正  动静分离,阳光星期八昕旺北苑 - 向阳楼,3室2厅 | 141.36平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,"VR房源,房本满五年",338,23911
迎水东里中间楼层偏单 私产过五年 税费低 房主诚心卖,迎水东里 - 王顶堤,2室1厅 | 58.11平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年",166,28567
兴泰园 2004年  一梯两户 这是一个外墙贴瓷砖的小区,兴泰园 - 万兴街,2室2厅 | 108.02平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年",389,36012
房子为满五唯一，南北通透 楼层低 成熟社区,岳园小区 - 建设路,3室1厅 | 93.13平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",90,9664
禧顺馨园H户型业主自住2楼诚心出售精装价格可商量,禧顺馨园 - 杭州道,2室2厅 | 107.13平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",160.5,14982
盛达园平层H+1 阁楼露台大天台 3室2卫 满五唯一带车位,盛达园 - 长虹街,3室2厅 | 128.19平米 | 南 北 | 精装 | 高楼层(共13层)  | 板楼,"VR房源,房本满五年",490,38225
红波里，稀有户型，私产可贷款。,红波里 - 越秀路,3室1厅 | 67.25平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年",240,35688
富力南北三居 含家具家电  户型规整  视野较好,富力又一城 - 咸水沽,3室2厅 | 89.98平米 | 南 北 | 精装 | 33层  | 板塔结合,"VR看装修,房本满五年",122,13559
红波里，稀有户型，私产可贷款。,红波里 - 越秀路,3室1厅 | 67.25平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年",240,35688
满五唯一 大两室  低楼层  南北户型 看房方便,佳园新里 - 双环邨,2室1厅 | 89平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年",172,19326
三友里 3室1厅 南 北,三友里 - 新兴街,3室1厅 | 90.83平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年",515,56700
亨通3居 通透双阳户型 带地下室 近城际 家乐超市,亨通花园东区北里 - 佛罗伦萨,3室2厅 | 107.83平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年",166,15395
路劲领山 三室户型 南北通透 带十平米地下室,路劲领山 - 盘山风景区,3室2厅 | 117.66平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,"VR房源,房本满五年",140,11899
此房采光好，无遮挡，视野充足，业主急售,平安家园 - 翡翠湾,2室2厅 | 91.55平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年",52.5,5735
李七庄 商品房 婚房精装 南北通透 全明格局 中楼层,宏城御溪园 - 李七庄,2室1厅 | 87.59平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,"VR看装修,房本满五年",175,19980
华苑居华里电梯三室  双阳户型 东面客厅出阳台,居华里 - 华苑,3室1厅 | 106.36平米 | 东南 | 简装 | 中楼层(共11层)  | 板楼,"VR看装修,房本满五年",272,25574
富力尚悦居 舒适小三居 采光好 配套齐全 近高铁站,富力尚悦居 - 体育中心,3室2厅 | 90.02平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,"VR看装修,房本满两年",190,21107
华山里 2室2厅 南,华山里 - 陈塘庄,2室2厅 | 48.86平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年",177,36226
南北通透一楼带院，视野宽阔，采光充足，配套设施齐全,华宁南里 - 王顶堤,2室1厅 | 52.12平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"近地铁,VR房源,房本满五年",164,31466
房主诚意出售，出行便利，生活舒适。,宝平景苑西区 - 南关大街,3室1厅 | 128.1平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满两年",123,9602
超大平米两室好楼层2楼，配套齐全机会不等人~~~~,沽祥里 - 汉沽,2室2厅 | 114.99平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",90,7827
次新小区 桃源居 三室两卫 精装修  全新 南北通透,桃源观邸 - 工农村,3室2厅 | 124.81平米 | 南 北 | 精装 | 低楼层(共22层)  | 板楼,"VR看装修,房本满两年",205,16425
上海道私产满两年 南北通透三居室 看房方便,向荣里 - 马场街,3室1厅 | 82.9平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,"VR房源,房本满五年",345,41617
世茂50w装修大别野     看房方便,世茂璀璨公园 - 咸水沽,4室2厅 | 150.39平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,"VR房源,房本满两年",345,22941
户型好，H+1户型。精装修，好楼层，配套齐全。,海天尚景园 - 越秀路,3室1厅 | 131.32平米 | 东 南 北 | 精装 | 高楼层(共23层)  | 暂无数据,"近地铁,VR看装修,房本满五年",585,44548
中间楼层 采光良好 业主诚意出售,华富家园北区 - 华明镇,2室1厅 | 91.05平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,"VR看装修,房本满五年",92,10105
河西区示范小区电梯房，阳面一室，业主诚心卖房,四季馨园 - 陈塘庄,1室1厅 | 68.08平米 | 南 | 其他 | 中楼层(共9层)  | 板楼,"VR房源,房本满两年",208,30553
祥云名轩1室，精装修，全明户型视野开阔，人车分流,中粮大道 - 大王庄,1室1厅 | 63.71平米 | 东 | 精装 | 高楼层(共50层)  | 板楼,"近地铁,VR看装修,房本满两年",215,33747
出门可到海河故道公园，距离新华城市广场600米，,沽上江南 - 咸水沽,2室1厅 | 77.3平米 | 南 西南 | 精装 | 27层  | 板塔结合,"VR看装修,房本满五年",82,10609
剑桥郡这套房子是全阳户型，采光充足，住起来舒适,博智剑桥郡 - 海滨,2室1厅 | 77.8平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,"VR看装修,房本满两年",88,11312
新上 三水南里 不临街不把边 精装修 业主诚意出售,三水南里 - 小海地,1室1厅 | 26.07平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满两年",99,37975
前进新里 双阳台 省个税 万达旁 出门河东公园  地铁线,前进新里 - 向阳楼,2室1厅 | 60.98平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"VR看装修,房本满五年",138,22631
舒畅欣园 2室1厅 南,舒畅欣园 - 万新街,2室1厅 | 79.07平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,"VR看装修,房本满五年",136,17200
70年产权民水民电有燃气私产带电梯楼层总价低诚心出售,银都大厦 - 桃园街,2室1厅 | 117.12平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,"VR看装修,房本满两年",243,20748
南开北片私产，可贷款 双阳大一室 户型方正。满五唯一,冬云里 - 向阳路,1室1厅 | 55.59平米 | 南 | 简装 | 6层  | 板楼,"VR看装修,房本满五年",92,16550
此房满五唯一 房主诚心出售 楼层好 采光充足！,万城聚豪 - 静湖,3室2厅 | 101.68平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 塔楼,"VR看装修,房本满五年",117,11507
海景雅苑 中间楼层 满五唯一 看海河,海景雅苑 - 挂甲寺,1室1厅 | 59.92平米 | 东北 | 精装 | 中楼层(共15层)  | 板塔结合,"VR看装修,房本满五年",240,40054
萦东 私产一楼 两室 南北通透 诚意出售 满五唯一,萦东温泉花园 - 大直沽,2室1厅 | 68.56平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",174.5,25453
此房满五唯一，朝南阳面，低楼层，适合老人,云广新里 - 挂甲寺,1室1厅 | 43.33平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年",140,32311
2室总价低 采光好 无遮挡  业主诚心出售,育贤里 - 天塔街,2室1厅 | 47.58平米 | 西北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年",111,23330
此房私产满五唯一，户型方正，采光好，随时可看房；,雅云里 - 长虹街,1室1厅 | 71.21平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满两年",186,26120
此房满五年，看房方便，价格可议。,平安家园 - 翡翠湾,2室1厅 | 97平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,"VR看装修,房本满五年",50,5155
萦东 私产一楼 两室 南北通透 诚意出售 满五唯一,萦东温泉花园 - 大直沽,2室1厅 | 68.56平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",174.5,25453
宝翠花都瞰景园 1室1厅 北 西,宝翠花都瞰景园 - 瑞景居住区,1室1厅 | 59.02平米 | 北 西 | 精装 | 低楼层(共11层)  | 板塔结合,"VR看装修,房本满五年",105,17791
环内 电梯小两室 房型方正 采光充足 交通便利,福悦里 - 中北镇,2室1厅 | 62.59平米 | 西南 | 简装 | 中楼层(共18层)  | 板楼,"VR看装修,房本满五年",128,20451
天华里，全阳一室，2005年房龄，诚心卖，价位可谈,天华里 - 华苑,1室1厅 | 70平米 | 南 | 简装 | 中楼层(共25层)  | 塔楼,"VR看装修,房本满五年",193,27572
和平 天新里 满五年唯一 精装两居,天新里 - 南营门街,2室1厅 | 51.08平米 | 东南 | 精装 | 高楼层(共8层)  | 板楼,"VR看装修,房本满五年",248,48552
五一特惠房，交通便利，配套齐全，人文素质高,天大北五村 - 万兴街,2室1厅 | 57.03平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满两年",152,26653
店长推荐：此房满俩年.无格局改动.精心装修.,榕园嘉苑 - 李七庄,2室1厅 | 84.17平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,"VR看装修,房本满五年",163,19366
《优选房源》盈江里 方正一居室 正南朝向 业主诚心卖,盈江里 - 王顶堤,1室1厅 | 30.48平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,"VR房源,房本满两年",102,33465
泰来嘉园 婚房精装修 户型方正 前无遮挡 采光好,泰来嘉园 - 新开河,1室1厅 | 68.06平米 | 东南 | 精装 | 中楼层(共24层)  | 塔楼,"VR看装修,房本满五年",146,21452
宝兴里 一楼带院 精装修 南北通透偏独,宝兴里 - 鸿顺里街,1室1厅 | 41平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",126,30732
业主急卖 精装修 诚意出售 尚东馨园两居室,尚东馨园 - 上杭路,2室1厅 | 94.06平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,"近地铁,VR看装修,房本满五年",275,29237
采光好   南北通透   户型方正,临潼西里 - 长虹街,2室1厅 | 39.91平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,"近地铁,VR房源,房本满五年",145,36332
燕宇花园  带露台  满五唯一  南开户口,燕宇花园 - 中北镇,2室1厅 | 79.92平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR房源,房本满五年",120,15016
私产阳面一室，不到顶，采光好，满五年，诚意卖,溪波里 - 王串场,1室1厅 | 40.49平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,"VR房源,房本满五年",82,20252
白云里 私产 可以贷款 采光好 南北通透,白云里 - 越秀路,2室1厅 | 57.61平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年",165,28641
精装全明两居室，采光充足，视野开阔！！！,淮祥园 - 宜兴埠,2室1厅 | 86.43平米 | 南 西 北 | 精装 | 低楼层(共26层)  | 板塔结合,"近地铁,VR看装修,房本满两年",138,15967
东湖低楼层 满五唯一H户型  业主诚意出售 不临街,东湖花园 - 新开河,2室2厅 | 92.05平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR房源,房本满五年",239,25965
河西区湘江道一片私产过五年，2楼东照 采光好总价低,云广新里 - 挂甲寺,1室1厅 | 44.78平米 | 东 | 简装 | 低楼层(共7层)  | 板楼,"VR房源,房本满五年",163,36401
福满园两室两厅   通厅户型  精装修  采光好,福满园 - 大港,2室2厅 | 110.5平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,"VR看装修,房本满两年",129,11675
仁爱花园 明厅两室 南北通透 户型方正 改善好房,仁爱花园 - 邵公庄,2室1厅 | 80.46平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年",215,26722
中间楼层， 南北通透格局 视野宽阔 采光充足 交通便利,前程里(河西区) - 挂甲寺,2室1厅 | 59.5平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR房源,房本满五年",263,44202
晓镇家园 1室1厅 东北,晓镇家园 - 工农村,1室1厅 | 52.54平米 | 东北 | 精装 | 低楼层(共26层)  | 板楼,"VR看装修,房本满五年",68,12943
新上房源 双地铁  带小院 南北通透,律纬路33号 - 鸿顺里街,1室1厅 | 48.7平米 | 东 南 北 | 其他 | 低楼层(共1层)  | 板楼,"近地铁,VR看装修,房本满五年",120,24641
电梯房，南北通透格局，通风采光好,瑞江花园竹苑 - 梅江,2室1厅 | 111.54平米 | 南 北 | 简装 | 高楼层(共9层)  | 板楼,"VR房源,房本满五年",338,30304
环内铁路职工房 婚房装修 过五年全明户型 业主诚心卖,津铁惠苑 - 小海地,2室1厅 | 91.42平米 | 南 | 精装 | 低楼层(共25层)  | 板塔结合,"VR看装修,房本满五年",190,20784
竞园里 2室1厅 西北,竞园里 - 宁园,2室1厅 | 59.15平米 | 西北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",131,22148
海建里 私产 可贷款 中楼层 采光好,海建里 - 友谊路,1室1厅 | 42.36平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年",124.5,29391
房子采光好，房子精装修  诚心出售,揽城苑 - 东丽湖,2室2厅 | 91.28平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,"VR房源,房本满五年",95,10408
燕宇经典双阳通透户型 双阳台 采光好 精装修 产权清晰,燕宇花园 - 中北镇,2室1厅 | 81.36平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",180,22124
金禧园 好楼层 两居 满五唯一 税少 诚意出售  总价低,金禧园 - 体育中心街,2室1厅 | 71.25平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",185,25965
天华里 方正两室 精装修 业主诚心出售,天华里 - 华苑,2室1厅 | 89.34平米 | 南 西 | 精装 | 高楼层(共25层)  | 塔楼,"VR房源,房本满五年",252,28207
满五唯一 南北通透两室 河西闽侯路 楼层采光好 临津河,信昌大楼 - 下瓦房,2室1厅 | 56.27平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR房源,房本满五年",260,46206
华富家园南区 南北通透 采光良好,华富家园南区 - 华明镇,2室1厅 | 92.32平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,"VR看装修,房本满两年",113,12241
此房子带电梯，装修也不错。看房方便。,风荷新园 - 广开街,2室1厅 | 114.9平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",405,35249
竞园里 2室1厅 西北,竞园里 - 宁园,2室1厅 | 59.15平米 | 西北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",131,22148
电梯房 一室一厅 位置好 交通便利,泽园 - 华明镇,1室1厅 | 66.23平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,"VR看装修,房本满五年",77,11627
采光好   南北通透   户型方正,临潼西里 - 长虹街,2室1厅 | 39.91平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,"近地铁,VR房源,房本满五年",145,36332
私产阳面一室，不到顶，采光好，满五年，诚意卖,溪波里 - 王串场,1室1厅 | 40.49平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,"VR房源,房本满五年",82,20252
广田里 私产过两年 精装修 低楼层,广田里 - 大营门,1室1厅 | 45.25平米 | 西 | 精装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满两年",178,39338
富瀛洲花园  过五年 采光楼层 业主急售,富瀛洲花园 - 建昌道,1室1厅 | 74.12平米 | 南 | 精装 | 高楼层(共24层)  | 塔楼,"近地铁,VR看装修,房本满五年",129,17405
